Call Sign (String),Time Zone ID (String),Taken At (UTC) (ISO 8601),Taken At (Local) (ISO 8601),Is Regular Report (Boolean),Is Correction (Boolean),Has Been Corrected (Boolean),Has Precipitation Sensor (Boolean),Source (String),Sub-Source (String),Report Type (String),Trend (String),Airport Status (String),Automatic Type (String),Temperature (°F),Temperature Precision (Integer),Temperature 6-Hour Low (°F),Temperature 6-Hour High (°F),Temperature 24-Hour Low (°F),Temperature 24-Hour High (°F),Dew Point (°F),Dew Point Precision (Integer),Wind Speed (mph),Wind Direction (degrees),Gust Speed (mph),CAVOK (Boolean),Visibility (mi),Visibility Type (String),Precipitation 1h (in),Precipitation 3h (in),Precipitation 6h (in),Precipitation 24h (in),Snow Depth (in),Pressure Altimeter (in Hg),Pressure Station (in Hg),Pressure Sea Level (in Hg),Max Cloud Layer Code (String),Max Cloud Layer Height (ft),Cloud Layer Code 1 (String),Cloud Layer Label 1 (String),Cloud Layer Height 1 (ft),Cloud Layer Code 2 (String),Cloud Layer Label 2 (String),Cloud Layer Height 2 (ft),Cloud Layer Code 3 (String),Cloud Layer Label 3 (String),Cloud Layer Height 3 (ft),Cloud Layer Code 4 (String),Cloud Layer Label 4 (String),Cloud Layer Height 4 (ft),Cloud Layer Code 5 (String),Cloud Layer Label 5 (String),Cloud Layer Height 5 (ft),Cloud Layer Code 6 (String),Cloud Layer Label 6 (String),Cloud Layer Height 6 (ft),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Raw (String)
KDEN,America/Denver,1988-10-11T04:50:00,1988-10-10T22:50:00,true,false,false,false,Metar,DvdArchive,,,,,48.02,1,,,,,37.04,1,5.75,190.00,,false,20.00,Value,,,,,,30.36,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 110450Z 19005KT 20SM CLR 09/03 A3036 RMK SLP242 T00890028
KDEN,America/Denver,1988-10-11T06:50:00,1988-10-11T00:50:00,true,false,false,false,Metar,DvdArchive,,,,,44.96,1,,,,,33.98,1,5.75,190.00,,false,20.00,Value,,,,,,30.34,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 110650Z 19005KT 20SM CLR 07/01 A3034 RMK SLP233 T00720011
KDEN,America/Denver,1988-10-11T08:50:00,1988-10-11T02:50:00,true,false,false,false,Metar,DvdArchive,,,,,44.06,1,,,,,33.08,1,6.90,180.00,,false,20.00,Value,,,,,,30.31,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 110850Z 18006KT 20SM CLR 07/01 A3031 RMK SLP222 T00670006
KDEN,America/Denver,1988-10-13T03:50:00,1988-10-12T21:50:00,true,false,false,false,Metar,DvdArchive,,,,,64.04,1,,,,,26.06,1,13.81,170.00,,false,20.00,Value,,,,,,30.14,,,BKN,25000.00,SCT,partly cloudy,12000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 130350Z 17012KT 20SM SCT120 BKN250 18/M03 A3014 RMK SLP148 T01781033
KDEN,America/Denver,1988-10-13T05:50:00,1988-10-12T23:50:00,true,false,false,false,Metar,DvdArchive,,,,,59.00,1,,78.98,,,28.04,1,6.90,190.00,,false,20.00,Value,,,,,,30.15,,,OVC,25000.00,OVC,overcast,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 130550Z 19006KT 20SM OVC250 15/M02 A3015 RMK SLP140 T01501022 10261
KDEN,America/Denver,1988-10-13T07:50:00,1988-10-13T01:50:00,true,false,false,false,Metar,DvdArchive,,,,,55.94,1,,,,,30.92,1,9.21,360.00,,false,20.00,Value,,,,,,30.16,,,BKN,12000.00,BKN,mostly cloudy,12000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 130750Z 36008KT 20SM BKN120 BKN250 13/M01 A3016 RMK SLP148 T01331006
KDEN,America/Denver,1988-10-15T04:50:00,1988-10-14T22:50:00,true,false,false,false,Metar,DvdArchive,,,,,64.04,1,,,,,35.96,1,9.21,320.00,,false,20.00,Value,,,,,,30.06,,,OVC,25000.00,BKN,mostly cloudy,11000.00,OVC,overcast,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 150450Z 32008KT 20SM BKN110 OVC250 18/02 A3006 RMK SLP110 T01780022
KDEN,America/Denver,1988-10-15T06:50:00,1988-10-15T00:50:00,true,false,false,false,Metar,DvdArchive,,,,,57.92,1,,,,,37.94,1,4.60,180.00,,false,20.00,Value,,,,,,30.08,,,BKN,11000.00,BKN,mostly cloudy,11000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 150650Z 18004KT 20SM BKN110 BKN250 14/03 A3008 RMK SLP120 T01440033
KDEN,America/Denver,1988-10-17T03:52:00,1988-10-16T21:52:00,true,false,false,false,Metar,DvdArchive,,,,,66.02,1,,,,,32.00,1,4.60,100.00,,false,20.00,Value,,,,,,30.03,,,SCT,14000.00,SCT,partly cloudy,14000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 170352Z 10004KT 20SM SCT140 19/00 A3003 RMK SLP105 T01890000
KDEN,America/Denver,1988-10-17T05:51:00,1988-10-16T23:51:00,true,false,false,false,Metar,DvdArchive,,,,,55.04,1,,78.08,,,33.98,1,8.06,130.00,,false,20.00,Value,,,,,,30.03,,,SCT,14000.00,SCT,partly cloudy,14000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 170551Z 13007KT 20SM SCT140 13/01 A3003 RMK SLP107 T01280011 10256
KDEN,America/Denver,1988-10-19T04:52:00,1988-10-18T22:52:00,true,false,false,false,Metar,DvdArchive,,,,,48.02,1,,,,,35.96,1,4.60,360.00,,false,20.00,Value,,,,,,30.21,,,BKN,20000.00,SCT,partly cloudy,11000.00,BKN,mostly cloudy,20000.00,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 190452Z 36004KT 20SM SCT110 BKN200 09/02 A3021 RMK SLP197 T00890022
KDEN,America/Denver,1988-11-11T03:52:00,1988-11-10T20:52:00,true,false,false,false,Metar,DvdArchive,,,,,32.00,1,,,,,26.96,1,3.45,180.00,,false,15.00,Value,,,,,,29.99,,,BKN,25000.00,BKN,mostly cloudy,25000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 110352Z 18003KT 15SM BKN250 00/M03 A2999 RMK SLP168 T00001028
KDEN,America/Denver,1988-12-10T04:53:00,1988-12-09T21:53:00,true,false,false,false,Metar,DvdArchive,,,,,28.94,1,,,,,19.94,1,3.45,170.00,,false,20.00,Value,,,,,,30.10,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 100453Z 17003KT 20SM CLR M02/M07 A3010 RMK SLP206 T10171067
KDEN,America/Denver,1988-12-10T06:50:00,1988-12-09T23:50:00,true,false,false,false,Metar,DvdArchive,,,,,26.06,1,,,,,19.94,1,8.06,50.00,,false,20.00,Value,,,,,,30.13,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 100650Z 05007KT 20SM CLR M03/M07 A3013 RMK SLP204 T10331067
KDEN,America/Denver,1988-12-12T03:50:00,1988-12-11T20:50:00,true,false,false,false,Metar,DvdArchive,,,,,26.06,1,,,,,19.94,1,9.21,200.00,,false,20.00,Value,,,,,,30.20,,,CLR,,CLR,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KDEN 120350Z 20008KT 20SM CLR M03/M07 A3020 RMK SLP240 T10331067
